"","V1"
"97428",7390.05678333895
"97429",7635.41672509047
"97430",7474.48221588995
"97431",7322.08341974577
"97432",7107.52545020167
"97433",6826.92926798917
"97434",6587.90613025057
"97435",6315.87494581114
"97436",6031.90704084722
"97437",5656.08438594126
"97438",5386.88274071142
"97439",5222.37749606797
"97440",5395.94414248481
"97441",5202.84808409346
"97442",4974.42229600003
"97443",4833.88694475405
"97444",4714.95167168904
"97445",4605.25477473915
"97446",4535.2006744577
"97447",4464.81773938745
"97448",4509.72219806355
"97449",4567.16769724576
"97450",4693.32907639258
"97451",4740.60463739753
"97452",4922.28991727654
"97453",5183.5216830741
"97454",5732.56372944517
"97455",6089.18724155826
"97456",6439.84243092054
"97457",6755.70337034372
"97458",6841.49080815316
"97459",6930.82761171115
"97460",6756.64723662105
"97461",6439.0844867523
"97462",6186.866519888
"97463",6056.70605886878
"97464",6170.15852577743
"97465",6262.02458664696
"97466",6400.5036820704
"97467",6492.04376825438
"97468",6437.05055093277
"97469",6422.62166603141
"97470",6408.85675995311
"97471",6428.2316064009
"97472",6534.88068069924
"97473",6606.20220165718
"97474",6723.1621358028
"97475",6923.31378876076
"97476",7136.94392325775
"97477",7289.71971309484
"97478",7334.53866638075
"97479",7060.10656754319
"97480",6719.34312656579
"97481",6561.92747350194
"97482",6410.91141297756
"97483",6192.87228141095
"97484",5915.82599367874
"97485",5719.73807210628
"97486",5423.66505905045
"97487",5266.2384667001
"97488",5598.57878709484
"97489",4869.53486157798
"97490",5381.73651955903
"97491",4951.15466491229
"97492",4799.02606998124
"97493",4511.75514159542
"97494",4432.05288957108
"97495",4299.78950958165
"97496",4223.45748788623
"97497",4192.17799560228
"97498",4187.81643684735
"97499",4140.66901798668
"97500",4318.76753893943
"97501",4360.57534612286
"97502",4691.2089221717
"97503",4676.88461765146
"97504",4826.41751776007
"97505",5174.77129974481
"97506",5324.83518426349
"97507",5338.80557077703
"97508",5430.48026780548
"97509",5294.67408050408
"97510",5336.4825902173
"97511",5552.78318100322
"97512",5572.87408804368
"97513",5549.61921415924
"97514",5236.99102010534
"97515",4874.40652354642
"97516",5074.73150018187
"97517",4813.35273956486
"97518",4888.72680014726
"97519",4960.79470527003
"97520",5098.37496614534
"97521",5261.04968548019
"97522",5570.9349654123
"97523",6066.22639301925
"97524",6381.90678726144
"97525",6648.07721669444
"97526",6438.36501548952
"97527",6349.57601076979
"97528",6111.91893921608
"97529",6068.9528823733
"97530",5779.69143580469
"97531",5714.87723710521
"97532",5524.36108651937
"97533",5442.14774811197
"97534",5105.71623480451
"97535",5025.77930523729
"97536",5309.08871596515
"97537",5093.00560087936
"97538",4869.41175010744
"97539",4681.69305020341
"97540",4634.43868620584
"97541",4447.72083269485
"97542",4263.8149286134
"97543",4214.47250693485
"97544",4223.14404396828
"97545",4183.30057866691
"97546",4192.04713868203
"97547",4141.6291770762
